Date,Continent,Customer_Name,Turnover,Profit,Profit_Margin,Total_Order,Return_Rate,Product_Name,Product_Subcategory_Name,Returned_Product,Category_Name,CM_Turnover,CM_Order,CM_Return_Rate
2023-04-22,Asia,Customer 127,2146.29,199.6,9.3,6,1.18,Saddles 5,Saddles,,Components,2102.63,4,0.98
2023-10-12,Europe,Customer 515,3121.71,871.27,27.91,3,0.24,Shorts 7,Shorts,,Clothing,3079.65,1,0.2
2023-11-18,South America,Customer 835,263.39,33.92,12.88,9,5.62,Helmets 10,Helmets,,Clothing,283.53,7,6.26
2023-01-10,Europe,Customer 984,2763.73,602.49,21.8,7,2.23,Mountain Bikes 5,Mountain Bikes,,Bikes,2217.16,6,2.0
2023-12-27,North America,Customer 343,3121.26,217.86,6.98,2,9.6,Water Bottles 8,Water Bottles,,Accessories,3532.12,2,9.9
2023-06-10,Africa,Customer 887,3668.42,589.88,16.08,1,2.96,Jerseys 5,Jerseys,,Clothing,3522.44,3,2.47
2023-06-10,Australia,Customer 110,252.48,64.38,25.5,4,7.71,Brakes 5,Brakes,,Components,234.41,4,8.97
2023-10-22,Asia,Customer 700,2631.26,191.82,7.29,6,8.34,Locks 3,Locks,,Accessories,2398.22,8,8.53
2023-04-28,Africa,Customer 537,833.68,95.54,11.46,10,6.94,Mountain Bikes 7,Mountain Bikes,,Bikes,920.6,8,6.36
2023-06-23,Australia,Customer 993,4490.18,1027.35,22.88,3,7.73,Pedals 6,Pedals,Pedals 6,Components,3895.47,2,7.75
2023-09-13,Asia,Customer 147,2587.01,360.37,13.93,8,4.3,Water Bottles 1,Water Bottles,,Accessories,2657.22,7,4.51
2023-11-26,South America,Customer 125,2175.12,262.97,12.09,3,4.24,Helmets 6,Helmets,,Clothing,2468.4,5,4.0
2023-03-01,South America,Customer 592,3827.27,203.99,5.33,2,9.42,Jerseys 3,Jerseys,,Clothing,4326.29,2,8.77
2023-07-03,Africa,Customer 863,1655.23,167.18,10.1,3,5.54,Jerseys 9,Jerseys,,Clothing,1662.38,4,5.67
2023-10-08,North America,Customer 114,2855.85,825.34,28.9,3,2.7,Chains 7,Chains,,Components,2354.32,2,2.91
2023-07-12,Africa,Customer 250,1648.11,442.68,26.86,3,6.72,Lights 8,Lights,,Accessories,1790.69,3,6.84
2023-01-28,South America,Customer 119,3943.21,1107.25,28.08,3,8.48,Brakes 8,Brakes,,Components,3758.13,1,8.37
2023-09-27,Asia,Customer 935,467.86,111.02,23.73,7,7.69,Helmets 7,Helmets,,Clothing,515.64,8,8.05
2023-05-31,Australia,Customer 976,4812.21,707.39,14.7,10,0.87,Helmets 4,Helmets,,Clothing,4924.51,11,0.71
2023-09-27,Europe,Customer 530,2062.22,506.48,24.56,3,0.55,Road Bikes 3,Road Bikes,,Bikes,2167.63,5,0.55
2023-01-03,Africa,Customer 841,3770.12,539.5,14.31,3,1.66,Road Bikes 5,Road Bikes,,Bikes,4178.85,5,1.63
2023-06-16,Africa,Customer 752,1915.7,334.67,17.47,7,1.7,Gloves 1,Gloves,,Clothing,1604.96,9,1.84
2023-02-20,South America,Customer 374,3693.53,789.31,21.37,7,9.12,Water Bottles 6,Water Bottles,,Accessories,3860.33,6,8.37
2023-11-05,South America,Customer 758,594.31,129.98,21.87,10,9.09,Water Bottles 7,Water Bottles,,Accessories,659.29,10,8.99
2023-02-21,South America,Customer 482,826.55,230.19,27.85,1,5.4,Pedals 7,Pedals,,Components,716.41,1,6.38
2023-04-24,South America,Customer 303,956.21,260.66,27.26,6,4.64,Helmets 1,Helmets,,Clothing,1136.77,8,4.28
2023-08-01,Australia,Customer 42,4148.47,316.53,7.63,2,9.36,Touring Bikes 8,Touring Bikes,,Bikes,3430.06,4,11.1
2023-08-02,South America,Customer 988,3109.11,674.68,21.7,6,7.11,Mountain Bikes 10,Mountain Bikes,,Bikes,2778.32,7,7.28
2023-09-24,South America,Customer 891,3419.34,826.8,24.18,5,6.74,Shorts 2,Shorts,,Clothing,2830.85,7,7.79
2023-06-08,Africa,Customer 199,4324.58,1133.04,26.2,10,9.53,Locks 5,Locks,,Accessories,3569.14,8,8.83
2023-01-20,Asia,Customer 273,1710.44,424.19,24.8,10,8.17,Shorts 3,Shorts,,Clothing,1720.47,9,7.19
2023-02-20,Asia,Customer 287,3445.45,941.64,27.33,5,5.58,Locks 5,Locks,,Accessories,3762.28,4,5.23
2023-11-19,Africa,Customer 659,1577.85,105.4,6.68,10,9.2,Gloves 1,Gloves,,Clothing,1646.25,8,10.44
2023-05-29,Africa,Customer 576,71.83,20.59,28.66,6,4.11,Touring Bikes 8,Touring Bikes,,Bikes,62.37,7,3.29
2023-07-23,Europe,Customer 191,4478.81,1267.5,28.3,5,3.24,Pedals 3,Pedals,,Components,4642.76,4,3.51
2023-07-11,Asia,Customer 701,1938.09,447.5,23.09,9,0.67,Shorts 5,Shorts,,Clothing,1998.27,7,0.65
2023-09-28,Europe,Customer 297,3560.4,305.84,8.59,6,4.76,Lights 3,Lights,,Accessories,3429.52,7,4.82
2023-07-07,Asia,Customer 221,3663.04,260.08,7.1,7,6.12,Helmets 6,Helmets,,Clothing,3848.11,9,6.6
2023-02-25,South America,Customer 801,3045.3,509.48,16.73,3,6.15,Mountain Bikes 2,Mountain Bikes,,Bikes,3206.8,2,6.66
2023-07-01,Australia,Customer 157,3701.99,470.15,12.7,3,8.0,Brakes 2,Brakes,,Components,3902.32,4,9.49
2023-11-03,Africa,Customer 91,4336.95,1076.0,24.81,8,1.9,Jerseys 10,Jerseys,,Clothing,3727.84,6,1.98
2023-08-26,Asia,Customer 628,304.42,33.79,11.1,8,2.91,Water Bottles 7,Water Bottles,,Accessories,346.14,6,2.86
2023-08-26,Australia,Customer 811,4450.1,1327.46,29.83,9,4.82,Water Bottles 5,Water Bottles,Water Bottles 5,Accessories,3715.54,8,4.77
2023-05-08,Asia,Customer 275,1829.93,521.16,28.48,5,0.19,Helmets 5,Helmets,,Clothing,1594.26,7,0.21
2023-01-06,Asia,Customer 556,2039.12,446.77,21.91,8,3.47,Road Bikes 7,Road Bikes,,Bikes,2057.88,10,3.98
2023-08-25,North America,Customer 84,2770.63,786.58,28.39,10,7.15,Jerseys 2,Jerseys,,Clothing,2999.08,10,8.03
2023-06-28,North America,Customer 833,672.36,195.93,29.14,7,9.84,Shorts 8,Shorts,,Clothing,794.69,8,10.24
2023-11-29,Europe,Customer 60,4090.0,805.32,19.69,3,3.82,Pedals 7,Pedals,,Components,3659.79,5,3.42
2023-09-03,Australia,Customer 968,2864.46,275.27,9.61,3,7.0,Road Bikes 9,Road Bikes,,Bikes,3280.96,2,7.85
2023-08-14,Australia,Customer 31,1313.0,157.56,12.0,1,7.09,Road Bikes 4,Road Bikes,,Bikes,1550.6,3,7.92
2023-03-23,South America,Customer 841,287.84,70.0,24.32,1,4.19,Water Bottles 7,Water Bottles,,Accessories,295.79,0,4.68
2023-11-14,Africa,Customer 390,897.18,81.55,9.09,4,5.43,Gloves 8,Gloves,,Clothing,748.38,5,4.79
2023-04-10,Europe,Customer 196,1295.29,84.84,6.55,9,2.02,Touring Bikes 8,Touring Bikes,,Bikes,1440.1,10,2.36
2023-07-23,Africa,Customer 134,4589.4,837.11,18.24,2,9.11,Brakes 5,Brakes,,Components,4088.26,0,7.58
2023-08-08,Asia,Customer 427,1256.28,81.91,6.52,9,2.17,Lights 10,Lights,Lights 10,Accessories,1481.93,7,1.8
2023-03-20,Europe,Customer 238,414.71,57.31,13.82,8,2.33,Helmets 1,Helmets,,Clothing,405.71,9,2.67
2023-02-14,Asia,Customer 931,446.96,54.08,12.1,8,4.87,Pedals 6,Pedals,,Components,446.18,10,4.97
2023-01-24,North America,Customer 470,3328.38,546.19,16.41,5,9.55,Shorts 8,Shorts,,Clothing,3647.26,7,7.96
2023-05-20,Africa,Customer 507,383.09,107.61,28.09,7,3.66,Water Bottles 7,Water Bottles,,Accessories,375.15,9,3.93
2023-02-25,Asia,Customer 843,4995.33,670.37,13.42,9,3.19,Brakes 7,Brakes,,Components,4319.92,7,3.81
2023-06-26,North America,Customer 88,621.1,133.47,21.49,1,2.82,Saddles 3,Saddles,,Components,696.95,2,3.0
2023-01-22,North America,Customer 629,4643.21,683.94,14.73,9,2.99,Lights 8,Lights,,Accessories,3921.21,7,3.47
2023-07-13,Africa,Customer 145,1167.08,89.4,7.66,8,8.11,Locks 6,Locks,,Accessories,984.42,10,8.84
2023-03-16,Europe,Customer 834,1571.87,299.91,19.08,1,1.63,Helmets 6,Helmets,,Clothing,1310.3,2,1.92
2023-03-06,Asia,Customer 640,3586.89,246.06,6.86,5,3.06,Lights 3,Lights,,Accessories,3868.62,3,2.73
2023-05-17,North America,Customer 716,4095.81,1141.09,27.86,2,3.98,Lights 8,Lights,,Accessories,4015.7,4,3.91
2023-10-21,North America,Customer 322,2691.04,279.33,10.38,4,1.42,Locks 1,Locks,,Accessories,3180.85,6,1.61
2023-10-18,South America,Customer 297,374.51,55.43,14.8,2,5.08,Shorts 9,Shorts,,Clothing,395.48,1,4.35
2023-10-11,South America,Customer 789,4494.33,765.38,17.03,8,1.78,Brakes 7,Brakes,,Components,4587.99,7,2.01
2023-06-18,Europe,Customer 468,3059.8,761.28,24.88,10,0.18,Road Bikes 2,Road Bikes,,Bikes,2462.58,9,0.2
2023-11-10,Asia,Customer 473,3193.7,464.68,14.55,7,5.81,Chains 2,Chains,,Components,3308.99,8,6.88
2023-09-10,South America,Customer 888,897.55,266.39,29.68,1,9.82,Brakes 4,Brakes,,Components,928.2,2,9.41
2023-11-13,Europe,Customer 247,957.68,175.45,18.32,2,6.13,Saddles 1,Saddles,,Components,858.06,0,6.82
2023-03-18,South America,Customer 646,4886.37,1072.56,21.95,7,1.42,Mountain Bikes 9,Mountain Bikes,,Bikes,5716.94,9,1.29
2023-11-26,Australia,Customer 862,2715.74,199.61,7.35,5,5.99,Touring Bikes 2,Touring Bikes,Touring Bikes 2,Bikes,2502.02,4,6.35
2023-12-09,North America,Customer 560,2252.5,487.44,21.64,5,2.85,Pedals 10,Pedals,,Components,2644.17,6,3.15
2023-07-10,Europe,Customer 807,2985.59,336.77,11.28,9,0.76,Road Bikes 1,Road Bikes,,Bikes,2645.32,10,0.86
2023-06-05,Africa,Customer 227,4967.08,1058.48,21.31,8,4.16,Road Bikes 7,Road Bikes,Road Bikes 7,Bikes,5936.06,10,4.57
2023-06-18,Africa,Customer 248,1778.11,314.01,17.66,2,8.59,Road Bikes 6,Road Bikes,,Bikes,1659.49,0,8.75
2023-06-05,Europe,Customer 609,514.72,49.93,9.7,3,8.43,Road Bikes 3,Road Bikes,,Bikes,421.86,2,8.02
2023-05-16,South America,Customer 112,2101.69,436.31,20.76,4,6.38,Shorts 2,Shorts,,Clothing,1847.14,4,5.43
2023-01-09,Europe,Customer 548,418.51,99.61,23.8,7,3.32,Gloves 7,Gloves,,Clothing,461.52,8,3.43
2024-01-01,North America,Customer 225,4172.57,509.47,12.21,6,3.32,Mountain Bikes 9,Mountain Bikes,,Bikes,4146.02,4,2.86
2023-01-25,Europe,Customer 900,4829.59,1369.67,28.36,9,10.0,Brakes 8,Brakes,,Components,5345.25,9,10.36
2023-03-01,Australia,Customer 497,449.01,62.55,13.93,8,8.91,Chains 10,Chains,,Components,366.49,6,8.12
2023-10-27,Asia,Customer 628,2883.03,321.46,11.15,1,7.36,Jerseys 9,Jerseys,,Clothing,2422.43,-1,6.98
2023-11-30,South America,Customer 75,1354.91,341.3,25.19,1,8.11,Lights 7,Lights,,Accessories,1509.32,2,8.16
2023-05-23,Africa,Customer 962,3585.64,468.28,13.06,4,0.07,Pedals 1,Pedals,,Components,3879.23,6,0.08
2023-12-11,Asia,Customer 850,3857.29,785.34,20.36,6,2.78,Chains 1,Chains,,Components,4434.34,5,3.31
2023-07-22,South America,Customer 524,2340.63,650.23,27.78,7,2.17,Road Bikes 1,Road Bikes,,Bikes,2541.38,5,1.99
2023-07-28,Europe,Customer 374,3443.91,581.68,16.89,8,8.03,Water Bottles 2,Water Bottles,,Accessories,4028.6,7,8.42
2023-09-25,Australia,Customer 957,361.27,91.04,25.2,5,8.81,Jerseys 9,Jerseys,,Clothing,326.62,4,9.85
2023-10-27,Asia,Customer 671,4320.16,346.91,8.03,5,3.91,Locks 1,Locks,,Accessories,4324.44,4,3.47
2023-02-26,North America,Customer 163,1186.32,255.3,21.52,10,0.74,Road Bikes 10,Road Bikes,,Bikes,1115.28,11,0.61
2023-12-25,South America,Customer 261,1591.59,94.54,5.94,6,0.71,Road Bikes 3,Road Bikes,,Bikes,1350.36,4,0.62
2023-07-22,Australia,Customer 993,3461.72,643.88,18.6,8,4.58,Gloves 10,Gloves,,Clothing,3466.59,10,3.76
2023-09-05,Australia,Customer 228,2404.44,699.93,29.11,5,8.88,Touring Bikes 5,Touring Bikes,,Bikes,2291.93,3,10.35
2023-10-23,Australia,Customer 889,2511.35,580.37,23.11,10,0.93,Water Bottles 10,Water Bottles,,Accessories,2071.29,12,1.03
2023-08-06,South America,Customer 9,1514.35,278.64,18.4,9,6.11,Gloves 4,Gloves,,Clothing,1555.54,8,6.79
2023-03-11,Australia,Customer 654,4179.33,1231.23,29.46,3,2.72,Shorts 10,Shorts,,Clothing,4359.43,2,3.01
2023-04-17,South America,Customer 432,938.45,94.13,10.03,3,8.78,Mountain Bikes 8,Mountain Bikes,,Bikes,1027.71,2,9.51
2023-03-22,South America,Customer 408,1798.04,268.99,14.96,4,5.07,Jerseys 3,Jerseys,,Clothing,1703.21,6,5.03
2023-09-10,Africa,Customer 432,3265.66,279.21,8.55,7,8.36,Mountain Bikes 9,Mountain Bikes,,Bikes,3239.6,9,7.42
2023-06-28,Europe,Customer 299,1646.26,338.96,20.59,9,2.14,Water Bottles 1,Water Bottles,,Accessories,1822.96,7,2.4
2023-12-14,Asia,Customer 369,784.94,105.5,13.44,9,6.72,Gloves 4,Gloves,,Clothing,694.24,11,7.81
2023-11-19,North America,Customer 366,1598.83,213.44,13.35,8,7.26,Water Bottles 4,Water Bottles,,Accessories,1314.29,10,6.29
2023-11-10,Africa,Customer 663,75.96,17.58,23.15,5,0.18,Pedals 3,Pedals,,Components,69.64,7,0.21
2023-03-24,South America,Customer 635,4889.08,408.24,8.35,3,0.6,Brakes 2,Brakes,,Components,3929.04,5,0.5
2023-12-23,South America,Customer 5,3541.97,727.87,20.55,4,2.5,Road Bikes 1,Road Bikes,,Bikes,3617.75,2,2.68
2023-06-02,North America,Customer 995,3041.72,793.89,26.1,8,2.59,Lights 10,Lights,,Accessories,3444.51,8,2.13
2023-12-05,North America,Customer 503,2972.79,693.25,23.32,10,3.12,Locks 6,Locks,,Accessories,2516.71,11,2.66
2023-05-20,South America,Customer 512,3624.21,636.77,17.57,1,3.4,Jerseys 2,Jerseys,,Clothing,4345.21,3,3.79
2023-04-22,Asia,Customer 951,4111.51,531.62,12.93,2,6.91,Jerseys 6,Jerseys,,Clothing,4450.88,1,6.84
2023-01-17,Asia,Customer 407,1346.61,72.04,5.35,1,8.42,Mountain Bikes 6,Mountain Bikes,,Bikes,1228.68,-1,7.93
2023-12-23,Asia,Customer 852,3722.41,840.89,22.59,6,3.36,Touring Bikes 3,Touring Bikes,,Bikes,3956.26,7,3.42
2023-05-04,Asia,Customer 379,3429.91,727.48,21.21,5,6.05,Water Bottles 1,Water Bottles,,Accessories,4084.48,3,5.9
2023-07-31,Asia,Customer 829,1745.02,126.69,7.26,4,2.65,Lights 2,Lights,,Accessories,1642.62,6,2.27
2023-08-21,South America,Customer 377,4604.99,893.37,19.4,4,6.85,Mountain Bikes 8,Mountain Bikes,,Bikes,3999.47,4,7.51
2023-09-17,Europe,Customer 737,3447.47,917.03,26.6,9,6.94,Touring Bikes 1,Touring Bikes,,Bikes,3837.51,11,6.32
2023-03-07,Asia,Customer 329,2345.0,184.55,7.87,1,6.52,Water Bottles 6,Water Bottles,,Accessories,2393.4,1,5.99
2023-06-14,Asia,Customer 420,3529.09,184.57,5.23,1,4.14,Saddles 6,Saddles,,Components,3624.62,3,4.84
2023-10-16,Africa,Customer 175,2527.13,145.56,5.76,2,0.6,Water Bottles 4,Water Bottles,,Accessories,2036.94,1,0.6
2023-10-17,South America,Customer 93,2535.51,424.7,16.75,6,8.5,Shorts 1,Shorts,,Clothing,2370.02,7,7.06
2023-12-17,Australia,Customer 798,114.78,33.93,29.56,2,7.7,Chains 10,Chains,,Components,131.74,1,8.76
2023-09-13,Africa,Customer 451,2406.51,323.92,13.46,8,0.39,Water Bottles 8,Water Bottles,,Accessories,2683.48,6,0.34
2023-12-04,North America,Customer 6,4646.65,678.88,14.61,10,1.37,Shorts 6,Shorts,,Clothing,3917.89,8,1.15
2023-01-13,South America,Customer 340,1622.56,288.65,17.79,10,6.98,Jerseys 7,Jerseys,,Clothing,1417.79,8,6.98
2023-03-25,Australia,Customer 145,3529.19,348.68,9.88,5,1.17,Touring Bikes 10,Touring Bikes,,Bikes,3636.25,5,0.94
2023-06-22,Asia,Customer 159,3081.96,631.49,20.49,5,6.74,Water Bottles 9,Water Bottles,,Accessories,3226.74,6,7.81
2023-05-22,Australia,Customer 123,2533.71,514.85,20.32,3,0.7,Saddles 1,Saddles,,Components,2631.19,1,0.75
2023-05-19,Africa,Customer 125,4512.13,425.04,9.42,5,8.14,Pedals 10,Pedals,Pedals 10,Components,4410.85,6,8.37
2023-05-02,Africa,Customer 703,2778.07,440.32,15.85,4,9.98,Mountain Bikes 5,Mountain Bikes,,Bikes,3060.27,2,11.37
2023-10-08,Europe,Customer 84,1939.18,572.06,29.5,9,3.11,Saddles 8,Saddles,,Components,2073.19,7,3.14
2023-07-07,Europe,Customer 192,2566.27,169.37,6.6,1,7.36,Saddles 8,Saddles,,Components,2298.77,2,7.26
2023-09-05,Asia,Customer 841,2727.43,275.74,10.11,7,2.81,Pedals 5,Pedals,,Components,3183.02,5,2.38
2023-06-12,Asia,Customer 723,1812.98,372.2,20.53,8,5.47,Locks 5,Locks,,Accessories,1496.68,7,4.71
2023-10-06,Africa,Customer 299,170.7,34.16,20.01,1,6.1,Pedals 2,Pedals,,Components,163.58,2,6.68
2023-11-21,North America,Customer 345,1248.09,153.02,12.26,8,4.98,Touring Bikes 5,Touring Bikes,Touring Bikes 5,Bikes,1033.97,8,4.19
2023-07-21,Europe,Customer 928,3364.94,1000.06,29.72,10,2.7,Mountain Bikes 10,Mountain Bikes,,Bikes,2746.8,10,2.94
2023-09-05,Asia,Customer 214,3231.49,397.47,12.3,5,1.26,Brakes 2,Brakes,,Components,3629.14,6,1.51
2023-04-01,Europe,Customer 449,2657.51,237.85,8.95,2,5.97,Chains 3,Chains,,Components,2816.79,1,5.46
2023-12-04,Europe,Customer 191,4217.32,1102.83,26.15,3,1.39,Saddles 1,Saddles,,Components,4384.12,5,1.63
2023-04-24,Australia,Customer 632,2468.77,241.69,9.79,8,4.3,Touring Bikes 4,Touring Bikes,,Bikes,2538.76,7,4.58
2023-04-17,Asia,Customer 453,1324.08,239.66,18.1,10,0.07,Water Bottles 7,Water Bottles,,Accessories,1169.93,11,0.06
2023-02-16,Asia,Customer 628,521.95,54.91,10.52,7,8.72,Gloves 9,Gloves,,Clothing,546.4,8,8.63
2023-02-12,Africa,Customer 70,810.41,50.89,6.28,3,9.49,Shorts 1,Shorts,,Clothing,861.42,1,10.43
2023-03-29,Africa,Customer 768,558.51,59.09,10.58,2,6.22,Road Bikes 6,Road Bikes,,Bikes,584.54,2,5.34
2023-01-20,South America,Customer 627,2120.59,267.83,12.63,3,7.77,Mountain Bikes 9,Mountain Bikes,,Bikes,2155.32,2,6.54
2023-01-07,Africa,Customer 785,4237.12,900.39,21.25,4,7.09,Lights 4,Lights,,Accessories,3398.62,6,6.02
2023-03-19,Africa,Customer 294,3637.24,274.61,7.55,9,8.61,Shorts 3,Shorts,,Clothing,3654.64,10,9.53
2023-10-13,Asia,Customer 602,229.01,34.15,14.91,8,7.17,Water Bottles 5,Water Bottles,,Accessories,233.25,8,7.4
2023-07-19,Australia,Customer 459,4063.52,1195.08,29.41,7,3.0,Gloves 7,Gloves,,Clothing,4659.6,9,3.12
2023-06-23,Australia,Customer 569,589.74,113.41,19.23,10,7.71,Saddles 3,Saddles,,Components,536.03,11,7.28
2023-07-30,North America,Customer 84,1917.39,162.21,8.46,2,8.61,Road Bikes 4,Road Bikes,,Bikes,1831.05,2,9.95
2023-07-02,Asia,Customer 97,3851.47,221.84,5.76,10,3.68,Lights 6,Lights,,Accessories,4298.56,10,3.15
2023-12-08,Asia,Customer 668,2705.16,571.6,21.13,5,4.15,Chains 3,Chains,,Components,2890.1,4,3.36
2023-08-18,Asia,Customer 516,2919.25,530.72,18.18,4,7.48,Locks 3,Locks,,Accessories,2862.64,3,6.45
2023-04-07,Asia,Customer 514,2868.14,439.11,15.31,9,8.61,Touring Bikes 4,Touring Bikes,,Bikes,2523.86,8,8.4
2023-06-15,Australia,Customer 700,1238.17,171.73,13.87,2,0.2,Locks 4,Locks,,Accessories,1111.41,0,0.16
2023-08-14,North America,Customer 360,3744.5,598.37,15.98,6,4.66,Water Bottles 5,Water Bottles,,Accessories,4200.23,8,4.15
2023-08-11,South America,Customer 709,4328.55,1169.14,27.01,3,4.58,Helmets 2,Helmets,,Clothing,3932.74,5,3.85
2023-09-02,South America,Customer 4,3034.18,301.29,9.93,6,8.77,Touring Bikes 10,Touring Bikes,,Bikes,2967.43,7,7.1
2023-04-27,North America,Customer 127,1570.04,213.37,13.59,9,2.39,Jerseys 1,Jerseys,,Clothing,1705.24,11,2.81
2023-08-03,Europe,Customer 899,3882.39,1086.29,27.98,8,7.4,Mountain Bikes 3,Mountain Bikes,,Bikes,3437.41,9,6.27
2023-12-13,Europe,Customer 1000,2641.97,254.69,9.64,8,0.98,Mountain Bikes 5,Mountain Bikes,,Bikes,2963.4,8,1.06
2023-07-04,Europe,Customer 430,1962.14,400.67,20.42,6,3.29,Water Bottles 4,Water Bottles,,Accessories,1866.0,4,3.64
2023-11-26,Asia,Customer 164,4937.37,1298.03,26.29,7,7.26,Chains 4,Chains,,Components,5365.73,6,6.68
2023-07-01,Australia,Customer 24,2067.53,193.31,9.35,8,2.28,Touring Bikes 7,Touring Bikes,,Bikes,1681.86,8,2.21
2023-01-31,North America,Customer 117,3983.41,1065.16,26.74,5,9.94,Brakes 5,Brakes,,Components,3749.42,5,10.47
2023-05-13,North America,Customer 606,1671.74,498.18,29.8,8,9.01,Water Bottles 7,Water Bottles,,Accessories,1723.77,9,9.08
2023-05-01,Australia,Customer 299,89.6,11.7,13.06,8,5.44,Road Bikes 9,Road Bikes,,Bikes,106.82,10,5.41
2023-03-07,Europe,Customer 460,2954.32,611.54,20.7,6,8.65,Shorts 8,Shorts,,Clothing,2499.37,8,9.58
2023-02-04,Africa,Customer 267,2375.8,458.29,19.29,4,9.8,Chains 8,Chains,Chains 8,Components,2214.41,6,10.3
2023-10-20,Africa,Customer 289,74.93,16.94,22.61,10,1.02,Touring Bikes 1,Touring Bikes,,Bikes,63.59,8,1.03
2023-09-24,North America,Customer 51,3158.71,581.2,18.4,4,2.73,Water Bottles 2,Water Bottles,,Accessories,3158.35,6,2.94
2023-06-22,Australia,Customer 258,1262.86,148.26,11.74,7,2.99,Pedals 3,Pedals,,Components,1399.5,5,3.27
2023-10-07,Europe,Customer 214,2852.76,441.61,15.48,5,2.29,Mountain Bikes 5,Mountain Bikes,,Bikes,3283.25,5,2.47
2024-01-01,Europe,Customer 376,3777.42,862.76,22.84,1,1.03,Road Bikes 3,Road Bikes,,Bikes,3509.96,1,1.23
2023-06-02,South America,Customer 470,3039.89,168.41,5.54,2,3.81,Shorts 10,Shorts,,Clothing,2456.55,0,3.6
2023-11-10,Australia,Customer 220,1477.76,267.47,18.1,3,2.86,Shorts 4,Shorts,,Clothing,1766.94,4,3.42
2023-09-21,South America,Customer 443,4838.31,1283.6,26.53,5,0.69,Jerseys 4,Jerseys,,Clothing,4637.97,5,0.82
2023-08-23,Africa,Customer 158,1071.16,105.08,9.81,1,7.37,Touring Bikes 5,Touring Bikes,,Bikes,914.52,-1,8.28
2023-04-08,Europe,Customer 327,1188.32,198.81,16.73,10,7.52,Pedals 6,Pedals,,Components,1355.25,12,6.21
2023-10-06,Australia,Customer 177,888.49,177.96,20.03,7,9.35,Pedals 3,Pedals,Pedals 3,Components,771.49,6,8.83
2023-06-27,Australia,Customer 392,3100.76,928.06,29.93,3,7.69,Gloves 10,Gloves,Gloves 10,Clothing,2709.28,5,8.1
2023-06-06,Europe,Customer 647,2476.07,161.69,6.53,6,0.13,Touring Bikes 3,Touring Bikes,,Bikes,2233.57,6,0.14
2023-12-03,North America,Customer 352,160.1,20.43,12.76,10,5.87,Saddles 7,Saddles,,Components,162.75,11,5.4
2023-09-21,Europe,Customer 284,480.04,73.69,15.35,8,5.48,Touring Bikes 5,Touring Bikes,,Bikes,490.16,10,4.78
2023-02-14,South America,Customer 419,230.9,60.13,26.04,3,1.7,Brakes 6,Brakes,,Components,274.38,2,1.86
2023-08-13,South America,Customer 416,1027.23,222.09,21.62,10,7.83,Locks 1,Locks,,Accessories,1033.88,8,8.7
2023-03-11,South America,Customer 58,4824.34,1378.31,28.57,7,2.4,Road Bikes 4,Road Bikes,,Bikes,5335.33,8,2.26
2023-07-15,Asia,Customer 706,4050.38,338.21,8.35,2,2.46,Chains 9,Chains,,Components,3564.83,0,2.78
2023-11-28,Australia,Customer 129,2460.95,185.31,7.53,1,5.54,Chains 4,Chains,,Components,2495.29,-1,6.19
2023-05-20,North America,Customer 616,262.16,18.88,7.2,4,6.83,Helmets 3,Helmets,,Clothing,310.2,5,5.75
2023-07-25,Australia,Customer 208,1180.02,88.74,7.52,1,5.84,Saddles 4,Saddles,,Components,1401.07,3,5.38
2023-04-03,Africa,Customer 655,1020.69,210.87,20.66,10,8.62,Locks 3,Locks,,Accessories,892.01,12,8.07
2023-03-29,South America,Customer 381,1112.52,246.2,22.13,2,0.58,Locks 2,Locks,,Accessories,1152.96,2,0.64
2023-12-06,North America,Customer 855,3039.14,165.03,5.43,5,0.3,Road Bikes 6,Road Bikes,,Bikes,2742.47,5,0.25
2023-10-22,Africa,Customer 988,1856.1,196.56,10.59,8,2.59,Chains 9,Chains,,Components,1640.22,9,3.06
2023-06-11,Australia,Customer 760,4987.09,1104.14,22.14,10,6.23,Shorts 6,Shorts,,Clothing,3998.9,8,6.26
2023-12-25,Europe,Customer 802,1709.07,321.31,18.8,3,6.36,Jerseys 6,Jerseys,,Clothing,1565.94,1,7.21
2023-07-25,Australia,Customer 342,2834.15,761.25,26.86,7,6.88,Touring Bikes 9,Touring Bikes,,Bikes,2956.06,5,6.36
2023-03-11,Australia,Customer 695,495.4,54.44,10.99,3,1.4,Lights 7,Lights,,Accessories,448.42,2,1.49
2023-04-05,Asia,Customer 377,4660.28,897.57,19.26,2,7.46,Helmets 3,Helmets,,Clothing,4244.93,3,6.41
2023-06-02,South America,Customer 845,3575.32,1015.03,28.39,4,1.77,Pedals 5,Pedals,,Components,3973.98,6,2.06
2023-01-26,North America,Customer 448,4552.81,1219.24,26.78,4,7.01,Locks 6,Locks,,Accessories,5293.32,6,6.3
2023-03-27,South America,Customer 782,4246.16,915.47,21.56,1,8.43,Gloves 6,Gloves,,Clothing,3797.03,2,8.14
2023-11-25,South America,Customer 308,1814.77,367.31,20.24,10,1.05,Jerseys 7,Jerseys,,Clothing,2148.94,8,0.9
2023-11-06,Asia,Customer 780,2099.16,205.51,9.79,5,0.12,Saddles 5,Saddles,,Components,2317.15,3,0.12
2023-12-13,Europe,Customer 985,1123.3,281.84,25.09,2,2.66,Water Bottles 9,Water Bottles,,Accessories,944.11,3,3.05
